customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServiceCount,CustomerLifetimeValue,AvgMonthlySpend,TenureGroup,SupportRisk,HighValueCustomer,CustomerSegment,ChurnProbability,ChurnProbabilityPct,RiskLevel,RetentionRecommendation
7890-VYYWG,Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,1,93.7,31.233333333333334,0-6 Months,1,0,0,0.78267324,78.27,Critical,Offer contract upgrade with personalized retention incentive
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,7,5894.5,83.02112676056338,49-72 Months,0,0,1,0.006126497,0.61,Low,Maintain loyalty and engagement
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,0,25.05,25.05,0-6 Months,1,0,0,0.67444605,67.44,High,Offer technical support and security services
3457-PQBYH,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,0,1,1160.75,20.012931034482758,49-72 Months,0,0,2,0.016169142,1.62,Low,Maintain loyalty and engagement
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,0,4,3091.75,90.93382352941177,25-48 Months,1,1,3,0.32256162,32.26,Low,Maintain loyalty and engagement
0587-DMGBH,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,2,365.55,45.69375,7-12 Months,0,0,0,0.43684155,43.68,Medium,Monitor customer and send personalized engagement offer
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,0,1,272.95,18.196666666666665,13-24 Months,0,0,0,0.06254052,6.25,Low,Maintain loyalty and engagement
3745-HRPHI,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,0,4,3632.0,55.03030303030303,49-72 Months,0,0,2,0.013069701,1.31,Low,Maintain loyalty and engagement
7636-OWBPG,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,0,1,381.2,31.766666666666666,7-12 Months,1,0,0,0.27317566,27.32,Low,Maintain loyalty and engagement
1231-YNDEK,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,1,1035.5,17.853448275862068,49-72 Months,0,0,2,0.013325166,1.33,Low,Maintain loyalty and engagement
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,No,0,1,52.0,17.333333333333332,0-6 Months,0,0,0,0.0045097885,0.45,Low,Maintain loyalty and engagement
6397-JNZZG,Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,1,4,2342.2,54.46976744186046,25-48 Months,1,0,2,0.55243623,55.24,High,Offer technical support and security services
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,0,3,653.9,72.65555555555555,7-12 Months,1,0,3,0.40370426,40.37,Medium,Monitor customer and send personalized engagement offer
4393-OBCRR,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,0,1,71.2,23.733333333333334,0-6 Months,0,0,0,0.04729162,4.73,Low,Maintain loyalty and engagement
3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,1,4,1498.2,68.10000000000001,13-24 Months,1,0,3,0.17235109,17.24,Low,Maintain loyalty and engagement
8564-LDKFL,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,0,6,4178.65,104.46624999999999,25-48 Months,1,1,1,0.42847174,42.85,Medium,Monitor customer and send personalized engagement offer
3696-DFHHB,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,2,1821.8,26.791176470588233,49-72 Months,0,0,2,0.005778126,0.58,Low,Maintain loyalty and engagement
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,1,6,5278.15,97.74351851851851,49-72 Months,1,1,1,0.61724263,61.72,High,Offer technical support and security services
4717-GHADL,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,0,6,4024.2,80.484,49-72 Months,0,0,1,0.014836402,1.48,Low,Maintain loyalty and engagement
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,2,55.25,55.25,0-6 Months,1,0,0,0.73273224,73.27,Critical,Offer contract upgrade with personalized retention incentive
5879-HMFFH,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,8,6520.8,90.56666666666666,49-72 Months,0,0,1,0.0028797567,0.29,Low,Maintain loyalty and engagement
6772-WFQRD,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,1,854.9,21.3725,25-48 Months,0,0,2,0.013856081,1.39,Low,Maintain loyalty and engagement
3810-DVDQQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,0,8,8308.9,115.40138888888889,49-72 Months,0,1,1,0.009889842,0.99,Low,Maintain loyalty and engagement
6972-SNKKW,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,0,1,109.2,18.2,0-6 Months,0,0,0,0.04430601,4.43,Low,Maintain loyalty and engagement
3694-GLTJM,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,1,92.05,18.41,0-6 Months,0,0,0,0.0725151,7.25,Low,Maintain loyalty and engagement
8550-XSXUQ,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,0,5,3420.5,71.26041666666667,25-48 Months,1,0,1,0.09923381,9.92,Low,Maintain loyalty and engagement
8149-RSOUN,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,1,4,93.85,93.85,0-6 Months,1,1,3,0.9544294,95.44,Critical,Offer contract upgrade with personalized retention incentive
9055-MOJJJ,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,0,4,4068.0,63.5625,49-72 Months,0,0,1,0.018936858,1.89,Low,Maintain loyalty and engagement
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,0,1,337.9,19.876470588235293,13-24 Months,0,0,0,0.03040318,3.04,Low,Maintain loyalty and engagement
0585-EGDDA,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,0,3,3168.75,79.21875,25-48 Months,1,0,3,0.4290706,42.91,Medium,Monitor customer and send personalized engagement offer
4032-RMHCI,Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,0,2,1412.4,34.44878048780488,25-48 Months,0,0,2,0.04204996,4.2,Low,Maintain loyalty and engagement
0549-CYCQN,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,3,3974.7,77.93529411764706,49-72 Months,1,0,1,0.09500383,9.5,Low,Maintain loyalty and engagement
3481-JHUZH,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,0,3,3439.0,83.8780487804878,25-48 Months,1,0,3,0.43776312,43.78,Medium,Monitor customer and send personalized engagement offer
7250-EQKIY,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,1,2,50.45,50.45,0-6 Months,1,0,0,0.63847923,63.85,High,Offer technical support and security services
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,1,42.45,21.225,0-6 Months,0,0,0,0.1294622,12.95,Low,Maintain loyalty and engagement
6869-FGJJC,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,0,3,5461.45,80.31544117647059,49-72 Months,1,0,1,0.06617792,6.62,Low,Maintain loyalty and engagement
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,0,2,571.75,23.822916666666668,13-24 Months,0,0,0,0.011330793,1.13,Low,Maintain loyalty and engagement
8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,0,6,5498.2,78.54571428571428,49-72 Months,0,0,1,0.038045265,3.8,Low,Maintain loyalty and engagement
5960-MVTUK,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,0,1,96.85,32.28333333333333,0-6 Months,0,0,0,0.4507644,45.08,Medium,Monitor customer and send personalized engagement offer
6817-WTYHE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,1,111.05,55.525,0-6 Months,1,0,0,0.33685005,33.69,Low,Maintain loyalty and engagement
3082-VQXNH,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,1,94.4,31.46666666666667,0-6 Months,1,0,0,0.28447926,28.45,Low,Maintain loyalty and engagement
4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,1,5,521.1,74.44285714285715,7-12 Months,0,0,3,0.42008463,42.01,Medium,Monitor customer and send personalized engagement offer
4931-TRZWN,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,4,923.85,71.06538461538462,13-24 Months,0,0,3,0.30866265,30.87,Low,Maintain loyalty and engagement
0750-EKNGL,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,0,1,141.1,20.157142857142855,7-12 Months,0,0,0,0.07561495,7.56,Low,Maintain loyalty and engagement
7669-LCRSD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,2,628.65,52.387499999999996,7-12 Months,1,0,0,0.26044533,26.04,Low,Maintain loyalty and engagement
3567-PQTSO,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,0,6,5576.3,105.21320754716982,49-72 Months,1,1,1,0.3590814,35.91,Medium,Monitor customer and send personalized engagement offer
5519-NPHVG,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,4,1046.1,87.175,7-12 Months,1,1,3,0.81260014,81.26,Critical,Offer contract upgrade with personalized retention incentive
8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,0,1,1245.6,19.77142857142857,49-72 Months,0,0,2,0.011479722,1.15,Low,Maintain loyalty and engagement
9938-EKRGF,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,0,7,1287.85,85.85666666666665,13-24 Months,0,0,3,0.15023027,15.02,Low,Maintain loyalty and engagement
2703-AMTUL,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,0,3,1939.35,53.87083333333333,25-48 Months,0,0,2,0.030538812,3.05,Low,Maintain loyalty and engagement
0928-JMXNP,Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,0,1,118.25,29.5625,0-6 Months,1,0,0,0.657169,65.72,High,Offer technical support and security services
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,0,1,452.55,18.85625,13-24 Months,0,0,0,0.009287482,0.93,Low,Maintain loyalty and engagement
4825-XJGDM,Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,0,4,2696.55,44.205737704918036,49-72 Months,0,0,2,0.021278443,2.13,Low,Maintain loyalty and engagement
5402-HTOTQ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,0,3,875.35,54.709375,13-24 Months,1,0,3,0.28509495,28.51,Low,Maintain loyalty and engagement
6734-JDTTV,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,1,1267.05,19.493076923076924,49-72 Months,0,0,2,0.009491324,0.95,Low,Maintain loyalty and engagement
7850-THJMU,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,0,1,494.9,19.034615384615385,25-48 Months,0,0,0,0.013952371,1.4,Low,Maintain loyalty and engagement
3890-RTCMS,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,0,2,799.0,49.9375,13-24 Months,0,0,0,0.15850784,15.85,Low,Maintain loyalty and engagement
8849-GYOKR,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,1,6,5763.3,106.72777777777777,49-72 Months,0,1,1,0.17665677,17.67,Low,Maintain loyalty and engagement
3148-BLQJT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,1,1,20.1,20.1,0-6 Months,0,0,0,0.48625362,48.63,Medium,Monitor customer and send personalized engagement offer
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,0,1,106.9,21.380000000000003,0-6 Months,0,0,0,0.011429491,1.14,Low,Maintain loyalty and engagement
3665-JATSN,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,0,2,710.05,37.37105263157895,13-24 Months,1,0,0,0.46739796,46.74,Medium,Monitor customer and send personalized engagement offer
7966-YOTQW,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,0,3,568.2,56.82000000000001,7-12 Months,0,0,3,0.17827511,17.83,Low,Maintain loyalty and engagement
0461-CVKMU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,1,4,1900.25,82.6195652173913,13-24 Months,0,0,3,0.26975167,26.98,Low,Maintain loyalty and engagement
8806-EAGWC,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,1,2,159.15,53.050000000000004,0-6 Months,1,0,0,0.4835673,48.36,Medium,Monitor customer and send personalized engagement offer
8853-TZDGH,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,0,7,8012.75,111.28819444444444,49-72 Months,0,1,1,0.0112312725,1.12,Low,Maintain loyalty and engagement
7779-LGOVN,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,3,856.65,85.66499999999999,7-12 Months,1,0,3,0.7757146,77.57,Critical,Offer contract upgrade with personalized retention incentive
4324-BZCKL,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,0,3,551.3,55.129999999999995,7-12 Months,1,0,3,0.22012481,22.01,Low,Maintain loyalty and engagement
6924-TDGMT,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,0,1,184.95,16.813636363636363,7-12 Months,0,0,0,0.02439026,2.44,Low,Maintain loyalty and engagement
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,1,6,4056.75,109.64189189189189,25-48 Months,0,1,1,0.23295027,23.3,Low,Maintain loyalty and engagement
1536-YHDOE,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,0,4,1096.65,64.50882352941177,13-24 Months,0,0,3,0.086403,8.64,Low,Maintain loyalty and engagement
8123-QBNAZ,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,0,6,3684.95,102.35972222222222,25-48 Months,0,1,1,0.3647169,36.47,Medium,Monitor customer and send personalized engagement offer
3629-ZNKXA,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,0,5,1752.45,103.08529411764707,13-24 Months,1,1,3,0.5046882,50.47,High,Offer technical support and security services
4827-LTQRJ,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,0,7,7210.85,109.25530303030304,49-72 Months,0,1,1,0.09422451,9.42,Low,Maintain loyalty and engagement
7711-YIJWC,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,0,7,5264.5,86.30327868852459,49-72 Months,0,0,1,0.047660887,4.77,Low,Maintain loyalty and engagement
5482-VXSXJ,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,0,4,2157.3,98.05909090909091,13-24 Months,1,1,3,0.41908064,41.91,Medium,Monitor customer and send personalized engagement offer
7365-BVCJH,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,0,0,24.4,24.4,0-6 Months,1,0,0,0.6471229,64.71,High,Offer technical support and security services
9620-ENEJV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,No,0,1,433.95,72.325,0-6 Months,1,0,0,0.38748384,38.75,Medium,Monitor customer and send personalized engagement offer
4183-WCSEP,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,Yes,1,3,2435.15,78.55322580645162,25-48 Months,0,0,3,0.42573184,42.57,Medium,Monitor customer and send personalized engagement offer
2378-YIZKA,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No,0,7,5607.75,82.46691176470588,49-72 Months,0,0,1,0.0129081635,1.29,Low,Maintain loyalty and engagement
5498-TXHLF,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,1,4,2874.15,84.53382352941176,25-48 Months,1,0,3,0.44201508,44.2,Medium,Monitor customer and send personalized engagement offer
0689-DSXGL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,0,4,4433.3,85.25576923076923,49-72 Months,0,0,1,0.1402098,14.02,Low,Maintain loyalty and engagement
6818-DJXAA,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,No,0,4,964.35,96.435,7-12 Months,0,1,3,0.53804153,53.8,High,Promote annual contract with loyalty benefit
9722-UJOJR,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,Yes,1,1,1974.8,68.09655172413792,25-48 Months,1,0,3,0.38131845,38.13,Medium,Monitor customer and send personalized engagement offer
0464-WJTKO,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,No,0,1,1460.85,20.289583333333333,49-72 Months,0,0,2,0.002274432,0.23,Low,Maintain loyalty and engagement
8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,No,0,1,951.55,20.245744680851065,25-48 Months,0,0,2,0.01132338,1.13,Low,Maintain loyalty and engagement
6778-EICRF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,No,0,5,1821.2,75.88333333333334,13-24 Months,0,0,3,0.059683673,5.97,Low,Maintain loyalty and engagement
2662-NNTDK,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,No,0,2,1600.95,24.63,49-72 Months,0,0,2,0.0109691275,1.1,Low,Maintain loyalty and engagement
4132-KALRO,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,No,0,5,399.25,99.8125,0-6 Months,0,1,3,0.77433574,77.43,Critical,Offer contract upgrade with personalized retention incentive
3902-FOIGH,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,1,5,1218.55,101.54583333333333,7-12 Months,1,1,3,0.8142981,81.43,Critical,Offer contract upgrade with personalized retention incentive
6772-KSATR,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,1,3,81.7,81.7,0-6 Months,0,0,3,0.7390625,73.91,Critical,Offer contract upgrade with personalized retention incentive
7112-OPOTK,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,1,1,2171.15,65.79242424242425,25-48 Months,1,0,2,0.342215,34.22,Low,Maintain loyalty and engagement
2874-YXVVA,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No,0,6,3634.8,106.90588235294118,25-48 Months,0,1,1,0.31604633,31.6,Low,Maintain loyalty and engagement
1245-HARPS,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,No,0,1,292.4,20.885714285714283,13-24 Months,0,0,0,0.010274594,1.03,Low,Maintain loyalty and engagement
4210-QFJMF,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes,1,2,317.25,79.3125,0-6 Months,1,0,3,0.69962436,69.96,High,Offer technical support and security services
4323-ELYYB,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,No,0,1,218.55,16.81153846153846,13-24 Months,0,0,0,0.019105513,1.91,Low,Maintain loyalty and engagement
4293-ETKAP,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No,0,6,5071.9,78.02923076923076,49-72 Months,0,0,1,0.034870118,3.49,Low,Maintain loyalty and engagement
6064-PUPMC,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,No,0,3,1423.35,61.88478260869565,13-24 Months,0,0,3,0.045665186,4.57,Low,Maintain loyalty and engagement
6504-VBLFL,Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No,0,4,3068.6,55.79272727272727,49-72 Months,0,0,2,0.020621052,2.06,Low,Maintain loyalty and engagement
6322-PJJDJ,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,No,0,4,4690.65,95.72755102040816,49-72 Months,1,1,1,0.19028337,19.03,Low,Maintain loyalty and engagement
0330-BGYZE,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No,0,6,6157.6,102.62666666666668,49-72 Months,1,1,1,0.2330977,23.31,Low,Maintain loyalty and engagement
